Instelling;fgrfunctie;fte_count;year;quarter;salaryscale
Hoge Colleges van Staat;Senior Wetenschappelijk Medewerker ;0;2015;1;14
Hoge Colleges van Staat;Topmanager ;0;2015;1;16
Infrastructuur en Milieu;Assistent Medewerker Administratie ;0;2015;1;2
Infrastructuur en Milieu;Assistent Medewerker Administratie ;0;2015;1;3
Infrastructuur en Milieu;Co�rdinerend/Special. Adviseur Bedrv ;60.026;2015;1;13
Infrastructuur en Milieu;Co�rdinerend/Special. Adviseur Bedrv ;28.223;2015;1;14
Infrastructuur en Milieu;Co�rdinerend/Special. Adviseur Bedrv ;5;2015;1;15
Infrastructuur en Milieu;Co�rdinerend/Specialist. Inspecteur ;67.824;2015;1;13
Infrastructuur en Milieu;Co�rdinerend/Specialist. Inspecteur ;10.655;2015;1;14
Infrastructuur en Milieu;Co�rdinerend/Specialistisch Adviseur ;144.802;2015;1;13
Infrastructuur en Milieu;Co�rdinerend/Specialistisch Adviseur ;170.475;2015;1;14
Infrastructuur en Milieu;Co�rdinerend/Specialistisch Adviseur ;37.04;2015;1;15
Infrastructuur en Milieu;Medew. Begldng Aanleg, Beh en Onderh ;0.5;2015;1;6
Infrastructuur en Milieu;Medew. Begldng Aanleg, Beh en Onderh ;2.889;2015;1;7
Infrastructuur en Milieu;Medew. Begldng Aanleg, Beh en Onderh ;11;2015;1;8
Infrastructuur en Milieu;Medew. Begldng Aanleg, Beh en Onderh ;4;2015;1;9
Infrastructuur en Milieu;Medew. Begldng Aanleg, Beh en Onderh ;0;2015;1;10
Infrastructuur en Milieu;Medew. Operationeel Beh en Onderh ;40.444;2015;1;4
Infrastructuur en Milieu;Medew. Operationeel Beh en Onderh ;28.333;2015;1;5
Infrastructuur en Milieu;Medew. Operationeel Beh en Onderh ;30;2015;1;6
Infrastructuur en Milieu;Medew. Operationeel Beh en Onderh ;29.833;2015;1;7
Infrastructuur en Milieu;Medew. Operationeel Beh en Onderh ;39.722;2015;1;8
Infrastructuur en Milieu;Medew. Operationeel Beh en Onderh ;7.111;2015;1;9
Infrastructuur en Milieu;Medew. Operationeel Beh en Onderh ;0;2015;1;10
Infrastructuur en Milieu;Medew. Operationeel Verkeersmanagem. ;0;2015;1;4
Infrastructuur en Milieu;Medew. Operationeel Verkeersmanagem. ;34.778;2015;1;5
Infrastructuur en Milieu;Medew. Operationeel Verkeersmanagem. ;554.713;2015;1;6
Infrastructuur en Milieu;Medew. Operationeel Verkeersmanagem. ;366.307;2015;1;7
Infrastructuur en Milieu;Medew. Operationeel Verkeersmanagem. ;239.059;2015;1;8
Infrastructuur en Milieu;Medew. Operationeel Verkeersmanagem. ;17.112;2015;1;9
Infrastructuur en Milieu;Medew. Operationeel Verkeersmanagem. ;0;2015;1;10
Infrastructuur en Milieu;Medew. Voorber Aanleg, Beh en Onderh ;18.822;2015;1;7
Infrastructuur en Milieu;Medew. Voorber Aanleg, Beh en Onderh ;1;2015;1;8
Infrastructuur en Milieu;Medew. Voorber Aanleg, Beh en Onderh ;6.056;2015;1;9
Infrastructuur en Milieu;Medew. Voorber Aanleg, Beh en Onderh ;0;2015;1;10
Infrastructuur en Milieu;Medewerker Behandelen en Ontwikkelen ;140.214;2015;1;8
Infrastructuur en Milieu;Medewerker Behandelen en Ontwikkelen ;97.811;2015;1;9
Infrastructuur en Milieu;Medewerker Behandelen en Ontwikkelen ;5.722;2015;1;10
Infrastructuur en Milieu;Medewerker Behandelen en Ontwikkelen ;1;2015;1;11
Infrastructuur en Milieu;Medewerker Facilitair Management ;2.153;2015;1;3
Infrastructuur en Milieu;Medewerker Facilitair Management ;3;2015;1;4
Infrastructuur en Milieu;Medewerker Facilitair Management ;1;2015;1;5
Infrastructuur en Milieu;Medewerker Facilitair Management ;1;2015;1;6
Infrastructuur en Milieu;Medewerker Facilitair Management ;16.078;2015;1;7
Infrastructuur en Milieu;Medewerker Facilitair Management ;21.367;2015;1;8
Infrastructuur en Milieu;Medewerker ICT/Techniek/Inf.beh./DIV ;0.278;2015;1;5
Infrastructuur en Milieu;Medewerker ICT/Techniek/Inf.beh./DIV ;27.772;2015;1;6
Infrastructuur en Milieu;Medewerker ICT/Techniek/Inf.beh./DIV ;25.6;2015;1;7
Infrastructuur en Milieu;Medewerker ICT/Techniek/Inf.beh./DIV ;44.569;2015;1;8
Infrastructuur en Milieu;Medewerker Vastgoed en Infrastruct. ;0;2015;1;8
Infrastructuur en Milieu;Medewerker Vervoer ;0;2015;1;4
Infrastructuur en Milieu;Medewerker Verwerken en Behandelen ;0;2015;1;3
Infrastructuur en Milieu;Medewerker Verwerken en Behandelen ;7.228;2015;1;4
Infrastructuur en Milieu;Medewerker Verwerken en Behandelen ;7.706;2015;1;5
Infrastructuur en Milieu;Medewerker Verwerken en Behandelen ;13.817;2015;1;6
Infrastructuur en Milieu;Medewerker Verwerken en Behandelen ;93.406;2015;1;7
Infrastructuur en Milieu;Medewerker Verwerken en Behandelen ;13.239;2015;1;8
Infrastructuur en Milieu;Onderst. Medew. Toezicht/Med. Toez. ;8.251;2015;1;5
Infrastructuur en Milieu;Onderst. Medew. Toezicht/Med. Toez. ;19.422;2015;1;6
Infrastructuur en Milieu;Onderst. Medew. Toezicht/Med. Toez. ;46.07;2015;1;7
Infrastructuur en Milieu;Onderst. Medew. Toezicht/Med. Toez. ;17.945;2015;1;8
Infrastructuur en Milieu;Senior Medew. Behandelen en Ontwikk. ;9.222;2015;1;11
Infrastructuur en Milieu;Senior Medew. Behandelen en Ontwikk. ;5.411;2015;1;12
Infrastructuur en Milieu;Senior Medew. Behandelen en Ontwikk. ;2;2015;1;13
Infrastructuur en Milieu;Senior Medew. Informatievoorziening ;0;2015;1;11
Infrastructuur en Milieu;Senior Wetenschappelijk Medewerker ;27.697;2015;1;13
Infrastructuur en Milieu;Senior Wetenschappelijk Medewerker ;24.92;2015;1;14
Infrastructuur en Milieu;Senior Wetenschappelijk Medewerker ;1.815;2015;1;15
Onderwijs, Cultuur en Wetenschap;Assistent Medewerker Administratie ;0;2015;1;1
Onderwijs, Cultuur en Wetenschap;Assistent Medewerker Administratie ;0;2015;1;3
Onderwijs, Cultuur en Wetenschap;Co�rdinerend/Special. Adviseur Bedrv ;14.6;2015;1;13
Onderwijs, Cultuur en Wetenschap;Co�rdinerend/Special. Adviseur Bedrv ;8.167;2015;1;14
Onderwijs, Cultuur en Wetenschap;Co�rdinerend/Special. Adviseur Bedrv ;1;2015;1;15
Onderwijs, Cultuur en Wetenschap;Co�rdinerend/Specialist. Inspecteur ;10.733;2015;1;13
Onderwijs, Cultuur en Wetenschap;Co�rdinerend/Specialist. Inspecteur ;65.772;2015;1;14
Onderwijs, Cultuur en Wetenschap;Co�rdinerend/Specialist. Inspecteur ;14.956;2015;1;15
Onderwijs, Cultuur en Wetenschap;Co�rdinerend/Specialistisch Adviseur ;26.055;2015;1;13
Onderwijs, Cultuur en Wetenschap;Co�rdinerend/Specialistisch Adviseur ;20.775;2015;1;14
Onderwijs, Cultuur en Wetenschap;Co�rdinerend/Specialistisch Adviseur ;1.056;2015;1;15
Onderwijs, Cultuur en Wetenschap;Manager ;0;2015;1;12
Onderwijs, Cultuur en Wetenschap;Manager ;0;2015;1;13
Onderwijs, Cultuur en Wetenschap;Manager ;0;2015;1;14
Onderwijs, Cultuur en Wetenschap;Manager ;0;2015;1;15
Onderwijs, Cultuur en Wetenschap;Medew. Operationeel Beh en Onderh ;0;2015;1;8
Onderwijs, Cultuur en Wetenschap;Medewerker Behandelen en Ontwikkelen ;26.126;2015;1;8
Onderwijs, Cultuur en Wetenschap;Medewerker Behandelen en Ontwikkelen ;170.421;2015;1;9
Onderwijs, Cultuur en Wetenschap;Medewerker Behandelen en Ontwikkelen ;124.342;2015;1;10
Onderwijs, Cultuur en Wetenschap;Medewerker Behandelen en Ontwikkelen ;58.867;2015;1;11
Onderwijs, Cultuur en Wetenschap;Medewerker Facilitair Management ;1;2015;1;3
Onderwijs, Cultuur en Wetenschap;Medewerker Facilitair Management ;8.57;2015;1;4
Onderwijs, Cultuur en Wetenschap;Medewerker Facilitair Management ;14.736;2015;1;5
Onderwijs, Cultuur en Wetenschap;Medewerker Facilitair Management ;6.895;2015;1;6
Onderwijs, Cultuur en Wetenschap;Medewerker Facilitair Management ;4.007;2015;1;7
Onderwijs, Cultuur en Wetenschap;Medewerker Facilitair Management ;9.256;2015;1;8
Onderwijs, Cultuur en Wetenschap;Medewerker ICT/Techniek/Inf.beh./DIV ;11.8;2015;1;5
Onderwijs, Cultuur en Wetenschap;Medewerker ICT/Techniek/Inf.beh./DIV ;17.602;2015;1;6
Onderwijs, Cultuur en Wetenschap;Medewerker ICT/Techniek/Inf.beh./DIV ;9.536;2015;1;7
Onderwijs, Cultuur en Wetenschap;Medewerker ICT/Techniek/Inf.beh./DIV ;18.046;2015;1;8
Onderwijs, Cultuur en Wetenschap;Medewerker Vervoer ;0;2015;1;4
Onderwijs, Cultuur en Wetenschap;Medewerker Verwerken en Behandelen ;7.112;2015;1;5
Onderwijs, Cultuur en Wetenschap;Medewerker Verwerken en Behandelen ;51.381;2015;1;6
Onderwijs, Cultuur en Wetenschap;Medewerker Verwerken en Behandelen ;113.665;2015;1;7
Onderwijs, Cultuur en Wetenschap;Medewerker Verwerken en Behandelen ;236.374;2015;1;8
Onderwijs, Cultuur en Wetenschap;Onderst. Medew. Toezicht/Med. Toez. ;4.612;2015;1;5
Onderwijs, Cultuur en Wetenschap;Onderst. Medew. Toezicht/Med. Toez. ;4.25;2015;1;6
Onderwijs, Cultuur en Wetenschap;Onderst. Medew. Toezicht/Med. Toez. ;16.155;2015;1;7
Onderwijs, Cultuur en Wetenschap;Onderst. Medew. Toezicht/Med. Toez. ;35.237;2015;1;8
Onderwijs, Cultuur en Wetenschap;Operationeel Manager ;0;2015;1;11
Onderwijs, Cultuur en Wetenschap;Project-/Programmadirecteur ;0;2015;1;16
Onderwijs, Cultuur en Wetenschap;Project-/Programmadirecteur ;0;2015;1;17
Onderwijs, Cultuur en Wetenschap;Project-/Programmamanager ;0;2015;1;12
Onderwijs, Cultuur en Wetenschap;Project-/Programmamanager ;0;2015;1;13
Onderwijs, Cultuur en Wetenschap;Project-/Programmamanager ;0;2015;1;14
Onderwijs, Cultuur en Wetenschap;Project-/Programmamanager ;0;2015;1;15
Onderwijs, Cultuur en Wetenschap;Projectleider ;0;2015;1;11
Onderwijs, Cultuur en Wetenschap;Senior Medew. Behandelen en Ontwikk. ;52.412;2015;1;11
Onderwijs, Cultuur en Wetenschap;Senior Medew. Behandelen en Ontwikk. ;23.823;2015;1;12
Onderwijs, Cultuur en Wetenschap;Senior Medew. Behandelen en Ontwikk. ;3;2015;1;13
Onderwijs, Cultuur en Wetenschap;Senior Medew. Informatievoorziening ;0;2015;1;8
Onderwijs, Cultuur en Wetenschap;Senior Medew. Informatievoorziening ;30.939;2015;1;9
Onderwijs, Cultuur en Wetenschap;Senior Medew. Informatievoorziening ;67.851;2015;1;10
Onderwijs, Cultuur en Wetenschap;Senior Medew. Informatievoorziening ;99.426;2015;1;11
Onderwijs, Cultuur en Wetenschap;Senior Wetenschappelijk Medewerker ;5.694;2015;1;13
Onderwijs, Cultuur en Wetenschap;Senior Wetenschappelijk Medewerker ;1;2015;1;14
Onderwijs, Cultuur en Wetenschap;Senior Wetenschappelijk Medewerker ;1.1;2015;1;15
Onderwijs, Cultuur en Wetenschap;Topmanager ;0;2015;1;16
Onderwijs, Cultuur en Wetenschap;Topmanager ;0;2015;1;17
Onderwijs, Cultuur en Wetenschap;Topmanager ;0;2015;1;18
Sociale Zaken en Werkgelegenheid;Ass. Medew. Facilitair Management ;0;2015;1;3
Sociale Zaken en Werkgelegenheid;Co�rdinerend/Special. Adviseur Bedrv ;0;2015;1;13
Sociale Zaken en Werkgelegenheid;Co�rdinerend/Special. Adviseur Bedrv ;0.889;2015;1;14
Sociale Zaken en Werkgelegenheid;Co�rdinerend/Specialist. Inspecteur ;28.784;2015;1;13
Sociale Zaken en Werkgelegenheid;Co�rdinerend/Specialist. Inspecteur ;14.833;2015;1;14
Sociale Zaken en Werkgelegenheid;Co�rdinerend/Specialist. Inspecteur ;0;2015;1;15
Sociale Zaken en Werkgelegenheid;Co�rdinerend/Specialistisch Adviseur ;15.499;2015;1;13
Sociale Zaken en Werkgelegenheid;Co�rdinerend/Specialistisch Adviseur ;11.944;2015;1;14
Sociale Zaken en Werkgelegenheid;Manager ;0;2015;1;12
Sociale Zaken en Werkgelegenheid;Manager ;0;2015;1;13
Sociale Zaken en Werkgelegenheid;Manager ;0;2015;1;14
Sociale Zaken en Werkgelegenheid;Manager ;0;2015;1;15
Sociale Zaken en Werkgelegenheid;Medewerker Behandelen en Ontwikkelen ;0;2015;1;8
Sociale Zaken en Werkgelegenheid;Medewerker Behandelen en Ontwikkelen ;4.556;2015;1;9
Sociale Zaken en Werkgelegenheid;Medewerker Behandelen en Ontwikkelen ;29.5;2015;1;10
Sociale Zaken en Werkgelegenheid;Medewerker Behandelen en Ontwikkelen ;41.917;2015;1;11
Sociale Zaken en Werkgelegenheid;Medewerker Facilitair Management ;2.778;2015;1;3
Sociale Zaken en Werkgelegenheid;Medewerker Facilitair Management ;1.278;2015;1;4
Sociale Zaken en Werkgelegenheid;Medewerker Facilitair Management ;10.584;2015;1;5
Sociale Zaken en Werkgelegenheid;Medewerker Facilitair Management ;1.639;2015;1;6
Sociale Zaken en Werkgelegenheid;Medewerker Facilitair Management ;2.889;2015;1;7
Sociale Zaken en Werkgelegenheid;Medewerker Facilitair Management ;3;2015;1;8
Sociale Zaken en Werkgelegenheid;Medewerker ICT/Techniek/Inf.beh./DIV ;0;2015;1;5
Sociale Zaken en Werkgelegenheid;Medewerker ICT/Techniek/Inf.beh./DIV ;6.174;2015;1;6
Sociale Zaken en Werkgelegenheid;Medewerker ICT/Techniek/Inf.beh./DIV ;5.528;2015;1;7
Sociale Zaken en Werkgelegenheid;Medewerker ICT/Techniek/Inf.beh./DIV ;11.806;2015;1;8
Sociale Zaken en Werkgelegenheid;Medewerker Verwerken en Behandelen ;0;2015;1;5
Sociale Zaken en Werkgelegenheid;Medewerker Verwerken en Behandelen ;2;2015;1;6
Sociale Zaken en Werkgelegenheid;Medewerker Verwerken en Behandelen ;1.889;2015;1;7
Sociale Zaken en Werkgelegenheid;Medewerker Verwerken en Behandelen ;13.612;2015;1;8
Sociale Zaken en Werkgelegenheid;Onderst. Medew. Toezicht/Med. Toez. ;4.653;2015;1;5
Sociale Zaken en Werkgelegenheid;Onderst. Medew. Toezicht/Med. Toez. ;0;2015;1;6
Sociale Zaken en Werkgelegenheid;Onderst. Medew. Toezicht/Med. Toez. ;31.614;2015;1;7
Sociale Zaken en Werkgelegenheid;Onderst. Medew. Toezicht/Med. Toez. ;26.739;2015;1;8
Sociale Zaken en Werkgelegenheid;Operationeel Manager ;0;2015;1;10
Sociale Zaken en Werkgelegenheid;Operationeel Manager ;0;2015;1;11
Sociale Zaken en Werkgelegenheid;Project-/Programmamanager ;0;2015;1;12
Sociale Zaken en Werkgelegenheid;Project-/Programmamanager ;0;2015;1;13
Sociale Zaken en Werkgelegenheid;Project-/Programmamanager ;0;2015;1;14
Sociale Zaken en Werkgelegenheid;Project-/Programmamanager ;0;2015;1;15
Sociale Zaken en Werkgelegenheid;Projectleider ;0;2015;1;11
Sociale Zaken en Werkgelegenheid;Senior Medew. Behandelen en Ontwikk. ;21.945;2015;1;12
Sociale Zaken en Werkgelegenheid;Senior Medew. Behandelen en Ontwikk. ;0;2015;1;13
Sociale Zaken en Werkgelegenheid;Senior Medew. Informatievoorziening ;0;2015;1;10
Sociale Zaken en Werkgelegenheid;Topmanager ;0;2015;1;16
Sociale Zaken en Werkgelegenheid;Topmanager ;0;2015;1;17
Veiligheid en Justitie;Ass. Medew. Facilitair Management ;0;2015;1;1
Veiligheid en Justitie;Assistent Medewerker Administratie ;0;2015;1;1
Veiligheid en Justitie;Assistent Medewerker Administratie ;0;2015;1;3
Veiligheid en Justitie;Co�rdinerend/Special. Adviseur Bedrv ;46.039;2015;1;13
Veiligheid en Justitie;Co�rdinerend/Special. Adviseur Bedrv ;14.084;2015;1;14
Veiligheid en Justitie;Co�rdinerend/Special. Adviseur Bedrv ;2.111;2015;1;15
Veiligheid en Justitie;Co�rdinerend/Specialist. Inspecteur ;7.555;2015;1;13
Veiligheid en Justitie;Co�rdinerend/Specialist. Inspecteur ;10.153;2015;1;14
Veiligheid en Justitie;Co�rdinerend/Specialistisch Adviseur ;83.234;2015;1;13
Veiligheid en Justitie;Co�rdinerend/Specialistisch Adviseur ;39.193;2015;1;14
Veiligheid en Justitie;Co�rdinerend/Specialistisch Adviseur ;15.706;2015;1;15
Veiligheid en Justitie;Medew. Operationeel Beh en Onderh ;0;2015;1;10
Veiligheid en Justitie;Medew. Operationeel Verkeersmanagem. ;0;2015;1;6
Veiligheid en Justitie;Medew. Voorber Aanleg, Beh en Onderh ;0;2015;1;7
Veiligheid en Justitie;Medewerker Behandelen en Ontwikkelen ;150.95;2015;1;8
Veiligheid en Justitie;Medewerker Behandelen en Ontwikkelen ;1308.526;2015;1;9
Veiligheid en Justitie;Medewerker Behandelen en Ontwikkelen ;1302.534;2015;1;10
Veiligheid en Justitie;Medewerker Behandelen en Ontwikkelen ;309.9;2015;1;11
Veiligheid en Justitie;Medewerker Facilitair Management ;35.123;2015;1;3
Veiligheid en Justitie;Medewerker Facilitair Management ;308.912;2015;1;4
Veiligheid en Justitie;Medewerker Facilitair Management ;369.932;2015;1;5
Veiligheid en Justitie;Medewerker Facilitair Management ;170.825;2015;1;6
Veiligheid en Justitie;Medewerker Facilitair Management ;87.18;2015;1;7
Veiligheid en Justitie;Medewerker Facilitair Management ;46.376;2015;1;8
Veiligheid en Justitie;Medewerker ICT/Techniek/Inf.beh./DIV ;88.446;2015;1;5
Veiligheid en Justitie;Medewerker ICT/Techniek/Inf.beh./DIV ;166.763;2015;1;6
Veiligheid en Justitie;Medewerker ICT/Techniek/Inf.beh./DIV ;106.223;2015;1;7
Veiligheid en Justitie;Medewerker ICT/Techniek/Inf.beh./DIV ;149.518;2015;1;8
Veiligheid en Justitie;Medewerker Vervoer ;0;2015;1;4
Veiligheid en Justitie;Medewerker Verwerken en Behandelen ;15.778;2015;1;3
Veiligheid en Justitie;Medewerker Verwerken en Behandelen ;68.78;2015;1;4
Veiligheid en Justitie;Medewerker Verwerken en Behandelen ;395.253;2015;1;5
Veiligheid en Justitie;Medewerker Verwerken en Behandelen ;1778.469;2015;1;6
Veiligheid en Justitie;Medewerker Verwerken en Behandelen ;1205.053;2015;1;7
Veiligheid en Justitie;Medewerker Verwerken en Behandelen ;244.925;2015;1;8
