"1886";"Economische Zaken en Klimaat";"DICTU";"Coördinerend/Special. Adviseur Bedrv S14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1
"1887";"Economische Zaken en Klimaat";"DICTU";"Coördinerend/Specialistisch Adviseur S13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,111;7,111;8,111;7,111;7,222
"1888";"Economische Zaken en Klimaat";"DICTU";"Coördinerend/Specialistisch Adviseur S14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,944;4,903;3,903;3,903;4,903
"1889";"Economische Zaken en Klimaat";"DICTU";"Deelprojectleider schaal 10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA
"1890";"Economische Zaken en Klimaat";"DICTU";"geen FGR";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,667;2,667;3;2;1
"1891";"Economische Zaken en Klimaat";"DICTU";"Managementondersteuner schaal 06";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,417;4,417;3,667;3,667;3,667
"1892";"Economische Zaken en Klimaat";"DICTU";"Managementondersteuner schaal 07";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;3;3;3
"1893";"Economische Zaken en Klimaat";"DICTU";"Manager S12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,889;13,889;12,889
"1894";"Economische Zaken en Klimaat";"DICTU";"Manager S13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,723;19,723;21,501
"1895";"Economische Zaken en Klimaat";"DICTU";"Manager S14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,111;16,111;15,111
"1896";"Economische Zaken en Klimaat";"DICTU";"Manager S15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,056;7,056;6
"1897";"Economische Zaken en Klimaat";"DICTU";"Medewerker Administratie schaal 07";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1
"1898";"Economische Zaken en Klimaat";"DICTU";"Medewerker Administratie schaal 08";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;6;6;7,889;7,889
"1899";"Economische Zaken en Klimaat";"DICTU";"Medewerker ICT/Techniek/Inf.beh./DIV S06";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,708;0,764;0,764;0,764;NA
"1900";"Economische Zaken en Klimaat";"DICTU";"Medewerker ICT/Techniek/Inf.beh./DIV S07";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,056;1,056;1,056;1,056;1,056
"1901";"Economische Zaken en Klimaat";"DICTU";"Medewerker ICT/Techniek/Inf.beh./DIV S08";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,351;17,351;18,462;25,351;27,351
"1902";"Economische Zaken en Klimaat";"DICTU";"Middenmanager schaal 13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,723;20,723;NA;NA;NA
"1903";"Economische Zaken en Klimaat";"DICTU";"Middenmanager schaal 14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,111;16,111;NA;NA;NA
"1904";"Economische Zaken en Klimaat";"DICTU";"Middenmanager schaal 15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,056;7,056;NA;NA;NA
"1905";"Economische Zaken en Klimaat";"DICTU";"Operationeel Manager schaal 12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,945;13,389;NA;NA;NA
"1906";"Economische Zaken en Klimaat";"DICTU";"Project-/Programmamanager S12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;42,139;42,139;42,083
"1907";"Economische Zaken en Klimaat";"DICTU";"Project-/Programmamanager S13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,739;26,628;27,85
"1908";"Economische Zaken en Klimaat";"DICTU";"Project-/Programmamanager S14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,111;15,111;15,111
"1909";"Economische Zaken en Klimaat";"DICTU";"Project-/Programmamanager S15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1
"1910";"Economische Zaken en Klimaat";"DICTU";"Project-/Programmamanager schaal 13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,072;20,739;NA;NA;NA
"1911";"Economische Zaken en Klimaat";"DICTU";"Project-/Programmamanager schaal 14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,111;14,111;NA;NA;NA
"1912";"Economische Zaken en Klimaat";"DICTU";"Project-/Programmamanager schaal 15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA
"1913";"Economische Zaken en Klimaat";"DICTU";"Projectleider S10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1,778
"1914";"Economische Zaken en Klimaat";"DICTU";"Projectleider S11";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,667;6,778;6,778
"1915";"Economische Zaken en Klimaat";"DICTU";"Projectleider schaal 11";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,667;7,667;NA;NA;NA
"1916";"Economische Zaken en Klimaat";"DICTU";"Projectleider schaal 12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;39,361;43,139;NA;NA;NA
"1917";"Economische Zaken en Klimaat";"DICTU";"Projectleider schaal 13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;NA;NA;NA
"1918";"Economische Zaken en Klimaat";"DICTU";"Senior Adviseur Bedrijfsvoering schaal11";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;78,668;81,945;80,89;79,59;84,622
"1919";"Economische Zaken en Klimaat";"DICTU";"Senior Adviseur Bedrijfsvoering schaal12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;108,927;107,003;110,919;113,808;120,719
"1920";"Economische Zaken en Klimaat";"DICTU";"Senior Adviseur Bedrijfsvoering schaal13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;49,499;50,832;51,721;52,777;52,666
"1921";"Economische Zaken en Klimaat";"DICTU";"Topmanager S16";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,056;3,056;3,056
"1922";"Economische Zaken en Klimaat";"DICTU";"Topmanager S17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1
"1923";"Economische Zaken en Klimaat";"DICTU";"Topmanager schaal 16";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;NA;NA;NA
"1924";"Economische Zaken en Klimaat";"DICTU";"Topmanager schaal 17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA
"1925";"Economische Zaken en Klimaat";"kern";"(Senior) Adviseur schaal 11";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,128;13,583;14,583;15,583;15,583
"1926";"Economische Zaken en Klimaat";"kern";"(Senior) Adviseur schaal 12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27,582;34,415;32,956;38,872;24,999
"1927";"Economische Zaken en Klimaat";"kern";"(Senior) Adviseur schaal 13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,805;9,805;10,749;10,749;12,86
"1928";"Economische Zaken en Klimaat";"kern";"(Senior) Beleidsmedewerker schaal 11";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;206,041;210,591;225,546;239,352;155,06
"1929";"Economische Zaken en Klimaat";"kern";"(Senior) Beleidsmedewerker schaal 12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;311,614;303,749;310,16;313,521;205,196
"1930";"Economische Zaken en Klimaat";"kern";"(Senior) Beleidsmedewerker schaal 13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;140,786;145,674;146,674;150,164;132,897
"1931";"Economische Zaken en Klimaat";"kern";"Adviseur Bedrijfsvoering schaal 08";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,008;16,396;17,377;18,266;15,385
"1932";"Economische Zaken en Klimaat";"kern";"Adviseur Bedrijfsvoering schaal 09";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38,881;37,925;37,703;38,592;38,626
"1933";"Economische Zaken en Klimaat";"kern";"Adviseur Bedrijfsvoering schaal 10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36,357;35,515;34,946;37,502;32,28
"1934";"Economische Zaken en Klimaat";"kern";"Adviseur Bedrijfsvoering schaal 11";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,455;19,242;22,131;21,242;21,992
"1935";"Economische Zaken en Klimaat";"kern";"Beleidsondersteuner schaal 08";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,853;7,853;7,089;8,089;6,789
"1936";"Economische Zaken en Klimaat";"kern";"Beleidsondersteuner schaal 09";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,446;19,485;19,984;22,36;16,876
"1937";"Economische Zaken en Klimaat";"kern";"Beleidsondersteuner schaal 10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,939;12,939;12,495;11,495;7,272
"1938";"Economische Zaken en Klimaat";"kern";"Beleidsondersteuner schaal 11";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,731;1;1;1;NA
"1939";"Economische Zaken en Klimaat";"kern";"Commissiesecretaris schaal 12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1
"1940";"Economische Zaken en Klimaat";"kern";"Commissiesecretaris schaal 13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,833;1,833;1,833;0,833;0,833
"1941";"Economische Zaken en Klimaat";"kern";"Coördinerend Beleidsmedewerker schaal 13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;89,809;91,059;91,059;92,859;22,578
"1942";"Economische Zaken en Klimaat";"kern";"Coördinerend Beleidsmedewerker schaal 14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;70,863;68,802;73,644;75,699;70,368
"1943";"Economische Zaken en Klimaat";"kern";"Coördinerend Beleidsmedewerker schaal 15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,842;8,842;7,842;7,842;5,842
"1944";"Economische Zaken en Klimaat";"kern";"Coördinerend/Special. Adviseur Bedrv S13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,789;6,789;6,789;6,789;7,789
"1945";"Economische Zaken en Klimaat";"kern";"Coördinerend/Special. Adviseur Bedrv S14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,703;6,703;6,703;6,814;6,814
"1946";"Economische Zaken en Klimaat";"kern";"Coördinerend/Specialistisch Adviseur S13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,111;11,111;11,111;11,111;12,111
"1947";"Economische Zaken en Klimaat";"kern";"Coördinerend/Specialistisch Adviseur S14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,167;8,167;9,056;9,056;4,856
"1948";"Economische Zaken en Klimaat";"kern";"Coördinerend/Specialistisch Adviseur S15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;NA
"1949";"Economische Zaken en Klimaat";"kern";"geen FGR";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;97,327;87,883;90,772;85,779;73,889
"1950";"Economische Zaken en Klimaat";"kern";"Inspecteur/Medewerker Toezicht schaal 08";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,333;10,333;11,333;11,333;NA
"1951";"Economische Zaken en Klimaat";"kern";"Managementondersteuner schaal 05";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,889;0,889;0,889;NA;NA
"1952";"Economische Zaken en Klimaat";"kern";"Managementondersteuner schaal 06";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63,478;63,589;61,356;59,89;55,945
"1953";"Economische Zaken en Klimaat";"kern";"Managementondersteuner schaal 07";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;53,982;52,87;53,48;52,703;55,669
"1954";"Economische Zaken en Klimaat";"kern";"Managementondersteuner schaal 08";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,5;10,611;10,5;8,75;7,75
"1955";"Economische Zaken en Klimaat";"kern";"Managementondersteuner schaal 09";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,948;5,948;7,948;8,948;7
"1956";"Economische Zaken en Klimaat";"kern";"Managementondersteuner schaal 10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2,833;2,833;2,833;7,694
"1957";"Economische Zaken en Klimaat";"kern";"Manager S12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,722;12,722;11,889
"1958";"Economische Zaken en Klimaat";"kern";"Manager S13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;8;9
"1959";"Economische Zaken en Klimaat";"kern";"Manager S14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,055;16,834;15,889
"1960";"Economische Zaken en Klimaat";"kern";"Manager S15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;52,834;52,834;38,861
"1961";"Economische Zaken en Klimaat";"kern";"Medewerker Administratie schaal 05";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,667;0,667;0,667;0,667;0,667
"1962";"Economische Zaken en Klimaat";"kern";"Medewerker Administratie schaal 06";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,251;4,251;4,306;4,306;3,751
"1963";"Economische Zaken en Klimaat";"kern";"Medewerker Administratie schaal 07";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,613;14,613;14,653;12,709;10,961
"1964";"Economische Zaken en Klimaat";"kern";"Medewerker Administratie schaal 08";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,816;13,816;13,649;14,593;16,624
"1965";"Economische Zaken en Klimaat";"kern";"Medewerker Advisering schaal 09";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;NA
"1966";"Economische Zaken en Klimaat";"kern";"Medewerker Behandelen en Ontwikkelen S08";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA
"1967";"Economische Zaken en Klimaat";"kern";"Medewerker Behandelen en Ontwikkelen S09";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;11,047;8,668;9,931;8,389
"1968";"Economische Zaken en Klimaat";"kern";"Medewerker Behandelen en Ontwikkelen S10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,187;11,187;13,024;13,21;10,21
"1969";"Economische Zaken en Klimaat";"kern";"Medewerker Behandelen en Ontwikkelen S11";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;3;3;3
"1970";"Economische Zaken en Klimaat";"kern";"Medewerker Facilitair Management S04";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;3;1
"1971";"Economische Zaken en Klimaat";"kern";"Medewerker Facilitair Management S05";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
"1972";"Economische Zaken en Klimaat";"kern";"Medewerker Facilitair Management S06";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,611;3,611;2,667;3,667;3,667
"1973";"Economische Zaken en Klimaat";"kern";"Medewerker Facilitair Management S07";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1
"1974";"Economische Zaken en Klimaat";"kern";"Medewerker Facilitair Management S08";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;1;2,556
"1975";"Economische Zaken en Klimaat";"kern";"Medewerker ICT/Techniek/Inf.beh./DIV S05";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;4;4;4
"1976";"Economische Zaken en Klimaat";"kern";"Medewerker ICT/Techniek/Inf.beh./DIV S06";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,972;5,972;5,972;5,972;3
"1977";"Economische Zaken en Klimaat";"kern";"Medewerker ICT/Techniek/Inf.beh./DIV S07";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,006;15,228;14,228;14,228;16,2
"1978";"Economische Zaken en Klimaat";"kern";"Medewerker ICT/Techniek/Inf.beh./DIV S08";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,427;12,427;11,782;11,782;12,115
"1979";"Economische Zaken en Klimaat";"kern";"Medewerker Verwerken en Behandelen S07";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,142;1,142;1,142;2,142;1,142
"1980";"Economische Zaken en Klimaat";"kern";"Middenmanager schaal 12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA
"1981";"Economische Zaken en Klimaat";"kern";"Middenmanager schaal 13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,833;6,833;NA;NA;NA
"1982";"Economische Zaken en Klimaat";"kern";"Middenmanager schaal 14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,222;18,222;NA;NA;NA
"1983";"Economische Zaken en Klimaat";"kern";"Middenmanager schaal 15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,834;53,778;NA;NA;NA
"1984";"Economische Zaken en Klimaat";"kern";"Middenmanager schaal 16";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,956;8,9;NA;NA;NA
"1985";"Economische Zaken en Klimaat";"kern";"Onderzoeksmedewerker schaal 10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,833;0,833;0,833;0,833;NA
"1986";"Economische Zaken en Klimaat";"kern";"Operationeel Manager S11";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA
"1987";"Economische Zaken en Klimaat";"kern";"Operationeel Manager schaal 11";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,889;2;NA;NA;NA
"1988";"Economische Zaken en Klimaat";"kern";"Operationeel Manager schaal 12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,722;10,722;NA;NA;NA
"1989";"Economische Zaken en Klimaat";"kern";"Operationeel Manager schaal 13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA
"1990";"Economische Zaken en Klimaat";"kern";"Project-/Programmadirecteur S16";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,917;1,917;NA
"1991";"Economische Zaken en Klimaat";"kern";"Project-/Programmadirecteur S17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,083;2,083;NA
"1992";"Economische Zaken en Klimaat";"kern";"Project-/Programmadirecteur schaal 15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
"1993";"Economische Zaken en Klimaat";"kern";"Project-/Programmadirecteur schaal 16";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,917;1,917;NA;NA;NA
"1994";"Economische Zaken en Klimaat";"kern";"Project-/Programmadirecteur schaal 17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,083;2,083;NA;NA;NA
"1995";"Economische Zaken en Klimaat";"kern";"Project-/Programmamanager S12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,948;5,948;9,948
"1996";"Economische Zaken en Klimaat";"kern";"Project-/Programmamanager S13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,725;8,725;6,667
"1997";"Economische Zaken en Klimaat";"kern";"Project-/Programmamanager S14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;20,834;19,834;11,723
"1998";"Economische Zaken en Klimaat";"kern";"Project-/Programmamanager S15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,083;11,083;9,083
"1999";"Economische Zaken en Klimaat";"kern";"Project-/Programmamanager schaal 13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,944;1,944;NA;NA;NA
"2000";"Economische Zaken en Klimaat";"kern";"Project-/Programmamanager schaal 14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,056;20,834;NA;NA;NA
"2001";"Economische Zaken en Klimaat";"kern";"Project-/Programmamanager schaal 15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,027;9,083;NA;NA;NA
"2002";"Economische Zaken en Klimaat";"kern";"Projectleider S11";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1
"2003";"Economische Zaken en Klimaat";"kern";"Projectleider schaal 11";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,722;3,889;NA;NA;NA
"2004";"Economische Zaken en Klimaat";"kern";"Projectleider schaal 12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,777;4,781;NA;NA;NA
