611;Financien;Project-/Programmamanager S12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;22,016
612;Financien;Project-/Programmamanager S13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,9;58,428
613;Financien;Project-/Programmamanager S14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;17,861
614;Financien;Project-/Programmamanager S15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;7;15
615;Financien;Project-/Programmamanager schaal 12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;18,045
616;Financien;Project-/Programmamanager schaal 13;1;1;1;1;1,833;1,833;1,833;5,75;4,917;4,917;5,917;5,917;10,767;11,667;12,431;21,32;26,32;25,32;26,209;23,292;21,292;21,292;22,389;21,389;5
617;Financien;Project-/Programmamanager schaal 14;3;3;3;1,944;2,944;2,944;3;16,583;24,583;26,583;27,583;28,583;40,422;44,839;47,839;53,645;53,478;53,589;51,339;47,533;49,533;49,033;46,033;46,533;13
618;Financien;Project-/Programmamanager schaal 15;2,111;2,111;2,111;2,111;2,111;2,111;2,111;3,111;4,111;4,111;3,111;3,111;3,111;9,111;12;12;14;14;15,111;18,111;22,111;21,111;21,111;20,111;9
619;Financien;Projectleider S10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,694
620;Financien;Projectleider S11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33,745
621;Financien;Projectleider schaal 10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
622;Financien;Projectleider schaal 11;NA;NA;NA;NA;NA;NA;NA;1;8,317;8,317;9,317;5,9;6,9;6,9;6,9;11,789;43,89;45,001;45,001;49,001;50,001;50,001;49,001;59,857;40,834
623;Financien;Projectleider schaal 12;1;1;1;1;2,944;2,944;2,944;39,417;48,767;48,767;46,967;46,523;74,6;80,5;86,75;81,861;80,944;81,944;80,644;81,644;87,311;88,383;89,383;86,383;28,5
624;Financien;Projectleider schaal 13;1;1;1;1;NA;NA;NA;39,506;47,706;44,706;42,706;42,606;54,606;53,706;61,595;63,595;57,595;58,595;58,706;58,706;57,456;57,456;54,789;54,789;6
625;Financien;Senior Adviseur Bedrijfsvoering schaal11;91,291;89,124;91,338;92,902;121,33;130,58;130,76;181,943;193,707;194,074;192,658;195,886;201,704;201,526;206,919;201,465;198,971;194,162;198,412;196,265;191,043;187,043;190,155;187,794;197,542
626;Financien;Senior Adviseur Bedrijfsvoering schaal12;135,93;158,653;169,447;166,641;196,501;214,182;212,21;298,093;434,676;445,232;446,902;456,102;483,274;515,642;516,915;507,025;508,022;508,194;508,744;505,176;527,754;515,487;529,547;525,487;528,739
627;Financien;Senior Adviseur Bedrijfsvoering schaal13;9,147;12,022;21,383;18,383;30,217;30,606;31,362;85,618;110,25;110,361;106,605;114,494;127,224;155,738;153,211;157,877;157,655;161,566;163,044;176,077;177,055;176,166;176,222;175,161;158,535
628;Financien;Senior Inspecteur schaal 11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3
629;Financien;Senior Inspecteur schaal 12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;12,667;12,667;11,667;11,667;11,667;10,667;10,667;11,667;11,667;11,667;10,667;13,639
630;Financien;Senior Inspecteur schaal 13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;7;7;5;3;3;3;3;2,889;2,889;2,889;2,889;5,889
631;Financien;Senior Medew. Behandelen en Ontwikk. S11;5,389;4,389;3,389;3,389;3,389;3,389;3,389;7,233;9,4;9,4;9,4;9,4;8,733;10,733;9,733;13,733;12,844;15,733;16,422;21,422;22,255;22,255;24,455;22,455;25,4
632;Financien;Senior Medew. Behandelen en Ontwikk. S12;2,889;2,889;2,889;2,889;2,889;2,889;2,889;24,444;29,222;28,166;28,166;28,166;34,055;32,028;31,056;30,945;32,945;37,056;37,056;40,056;46,945;45,945;48,945;50,695;56,695
633;Financien;Senior Medew. Behandelen en Ontwikk. S13;1;1;1;1;1;1;1;8;9;8;7;7;11;13,556;11,556;9;7,556;8,556;8,556;8,556;9,389;9,389;9,555;10,555;9,555
634;Financien;Senior Medew. Informatievoorziening S08;NA;NA;NA;NA;NA;NA;NA;NA;103,093;105,982;114,038;111,038;110,938;113,883;112,716;109,138;97,904;98,737;94,82;87,82;87,376;87,376;81,376;79,812;68,701
635;Financien;Senior Medew. Informatievoorziening S09;NA;NA;NA;NA;NA;NA;NA;1;337,157;344,268;348,468;355,468;361,469;357,169;376,303;393,309;412,531;407,264;399,541;407,219;391,702;377,046;372,757;378,485;372,745
636;Financien;Senior Medew. Informatievoorziening S10;NA;NA;NA;NA;NA;NA;NA;2;740,919;738,319;737,03;737,369;740,153;825,345;842,429;833,235;847,809;839,531;831,632;835,089;831,939;842,029;848,151;855,362;838,607
637;Financien;Senior Medew. Informatievoorziening S11;NA;NA;NA;NA;NA;NA;NA;1;671,353;676,409;677,943;696,215;710,621;760,687;790,541;793,703;811,142;807,042;813,475;820,814;806,191;806,746;820,056;825,834;858,867
638;Financien;Senior Wetenschappelijk Medewerker S13;1;1;1;1;NA;NA;NA;NA;1,889;1,889;1,889;1,667;1,667;1,667;1,667;1,667;0,889;0,889;0,889;0,889;0,889;0,889;0,889;0,889;0,889
639;Financien;Senior Wetenschappelijk Medewerker S14;NA;NA;NA;NA;NA;NA;NA;NA;1,75;1,75;1,75;2,75;2,75;3,75;3,75;3,75;3,75;3,75;3,75;3;3;3;3;3;3
640;Financien;Senior Wetenschappelijk Medewerker S15;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA
641;Financien;Strategisch Adviseur schaal 15;1;1;1;1;1;1;1;1;3;4;4;5;5;6;6;8;7;7;8;8;12,112;13,112;17,112;19,056;21,056
642;Financien;Strategisch Adviseur schaal 16;7,167;8,278;8,278;8,278;7,167;7,167;7,167;7,167;8,278;7,278;7,278;7,278;7,167;10,167;10,167;11,167;11,167;13,278;13,278;10,167;12,167;11,167;10,695;9,695;9,695
643;Financien;Strategisch Beleidsmedewerker schaal 15;5,111;5,111;5,111;5,111;5,111;5,111;5,111;5,111;6,111;6,111;6,111;5,111;4,944;4,944;5,944;4,944;4,944;4,944;4,944;4,944;4,944;4,944;4,944;4,944;4,944
644;Financien;Strategisch Beleidsmedewerker schaal 16;NA;NA;NA;NA;NA;NA;NA;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
645;Financien;Topmanager S16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;46,166
646;Financien;Topmanager S17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,223
647;Financien;Topmanager S18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,112
648;Financien;Topmanager schaal 15;2;2,111;2,111;2,111;3,111;3,111;3,111;8;14,028;15,084;15,195;14,167;15,167;15,111;15;14;14;15;13;16;17;17;17;17;2
649;Financien;Topmanager schaal 16;13,054;14,11;14,11;14,221;15,221;16,221;16,221;16,221;20,221;20,221;20,221;19,221;20,165;24,165;25,193;26,082;27,11;26,166;24,167;22,223;31,223;31,167;32,167;32,222;3
650;Financien;Topmanager schaal 17;12,222;11,222;10,222;11,222;11,333;10,333;10,333;11,389;14,445;14,445;14,334;14,223;17,279;18,279;18,279;19,39;20,39;19,39;19,334;19,334;23,39;23,39;22,279;22,279;3,056
651;Financien;Topmanager schaal 18;3;4;4;4;4,111;4,111;4,111;4,111;7,167;8,167;8,167;8,167;8,167;9,167;9,167;8,167;8,167;9,112;9,112;11,168;9,112;9,112;9,112;9,112;3
652;Financien;Trainer schaal 07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4
653;Financien;Trainer schaal 08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,778;17,778;17,778;17,778;17,778;16,778;16,778;17,778;17,778;18,778;22,667;25,778
654;Financien;Trainer schaal 09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,778;5,111;5,111;5,111;5,111;5,111;5,111;6,111;6,111;6,111;9;9
655;Financien;Trainer schaal 10;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1
656;Financien;Wetenschappelijk Medewerker schaal 10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA
657;Financien;Wetenschappelijk Medewerker schaal 11;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;1;1;3,889;5,606;4,606;4,606;4,606;4,606;4,606;3,806;3,806;3,806;3,806;3,806
658;Financien;Wetenschappelijk Medewerker schaal 12;NA;NA;NA;NA;NA;NA;NA;NA;12,828;12,994;9,105;12,855;14,855;29,767;28,767;25,156;24,156;24,956;25,956;25,956;25,795;26,684;24,795;23,795;23,795
659;Financien;Wetenschappelijk Medewerker schaal 13;NA;NA;NA;NA;NA;NA;NA;NA;0,778;0,778;0,778;NA;NA;1;1;1;1;1;1;1;NA;NA;1;1;1
660;Hoge Colleges van Staat;(Senior) Adviseur schaal 11;1;1;0,889;65,463;54,949;65,172;53,844;51,894;53,388;52,499;51,655;50,855;50,834;48,856;49,94;64,24;64,54;64,546;114,508;96,504;93,127;91,298;95,026;94,178;97,983
661;Hoge Colleges van Staat;(Senior) Adviseur schaal 12;NA;NA;NA;14,052;12,052;13,052;11,252;11,252;11,252;11,21;11,21;11,266;11,266;11,266;11,266;16,744;14,866;14,066;50,996;49,352;54,78;59,891;62,497;63,455;64,672
662;Hoge Colleges van Staat;(Senior) Adviseur schaal 13;NA;NA;NA;3,306;3,333;4,333;4,333;4,333;4,333;4,333;3,333;3,333;3,333;3,333;3,333;4,333;4,333;3,333;38,951;34,498;36,461;37,459;39,77;41,659;42,761
663;Hoge Colleges van Staat;(Senior) Beleidsmedewerker schaal 11;NA;NA;1;1;1;1;1,89;1,89;1,89;0,89;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
664;Hoge Colleges van Staat;(Senior) Beleidsmedewerker schaal 12;NA;NA;NA;NA;NA;NA;NA;NA;0,889;0,889;0,889;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
665;Hoge Colleges van Staat;(Senior) Beleidsmedewerker schaal 13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA
666;Hoge Colleges van Staat;Adviseur Bedrijfsvoering schaal 08;NA;NA;NA;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,639;0,639;0,639;2,222;2,277;3,277;3,277;3,278;3,945;5,056
667;Hoge Colleges van Staat;Adviseur Bedrijfsvoering schaal 09;1;1;2;2,944;2,944;2,944;2,944;2,944;2,944;2,944;2,944;4;4;3,889;3,889;3,889;1,945;1,945;8,362;8,362;8,362;8,362;8,473;8,473;9,334
668;Hoge Colleges van Staat;Adviseur Bedrijfsvoering schaal 10;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;1;1;1;1;1;2,944;2,944;10,189;10,189;10,189;9,162;8,806;8,806;8,806
669;Hoge Colleges van Staat;Adviseur Bedrijfsvoering schaal 11;NA;NA;NA;1,394;1,394;1,394;2,394;2,394;1,694;1,694;1,694;1,694;1,694;1,694;1,694;1,694;2,694;2,694;3;3;3;3;3,778;3,778;3,778
670;Hoge Colleges van Staat;Coördinerend Beleidsmedewerker schaal 14;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
671;Hoge Colleges van Staat;Coördinerend/Special. Adviseur Bedrv S14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;1
672;Hoge Colleges van Staat;Coördinerend/Specialistisch Adviseur S13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA
673;Hoge Colleges van Staat;Coördinerend/Specialistisch Adviseur S14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,847;12,764;15,764;18,764;20,453;20,342;22,994
674;Hoge Colleges van Staat;Coördinerend/Specialistisch Adviseur S15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;5;7;7;6;5,9
675;Hoge Colleges van Staat;geen FGR;1628,173;1641,153;1620,955;1472,188;1498,347;1479,434;1469,405;1440,921;1439,434;1438,56;1428,15;1412,955;1398,223;1366,986;1347,472;1348,812;1317,861;1298,374;1086,359;1104,024;1089,698;1112,675;1131,219;1123,965;1121,279
676;Hoge Colleges van Staat;Managementondersteuner schaal 05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,667;4,667;5,111;5,111;NA;NA
677;Hoge Colleges van Staat;Managementondersteuner schaal 06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,311;6,311;6,311;5,422;4,533;5,778;6,254
678;Hoge Colleges van Staat;Managementondersteuner schaal 07;NA;NA;1;2;2;2;2;2;1;1;1;1;1;1;1;NA;NA;1,611;2,5;3,333;3,333;3,111;3,111;4,977;6,722
679;Hoge Colleges van Staat;Managementondersteuner schaal 08;NA;NA;NA;3,188;3,133;3,133;3,133;3,133;1;1;1;1;1;1;1;1;1;3,133;7,411;8,3;7,523;7,634;7,634;7,634;8,917
680;Hoge Colleges van Staat;Managementondersteuner schaal 10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
681;Hoge Colleges van Staat;Manager S14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1
682;Hoge Colleges van Staat;Manager S15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
683;Hoge Colleges van Staat;Medewerker Administratie schaal 05;NA;NA;NA;9,472;9,472;8,611;8,555;8,555;8,555;8,555;8,555;8,555;8;8;8;8;7,389;7,667;7,833;3;3;3;3;3;2
684;Hoge Colleges van Staat;Medewerker Administratie schaal 06;NA;NA;NA;0,944;0,944;0,944;0,944;0,944;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
685;Hoge Colleges van Staat;Medewerker Administratie schaal 07;NA;NA;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;NA;NA;NA;NA;1;1,888;1,888;1,444;1,444;0,444;0,444;1,444
686;Hoge Colleges van Staat;Medewerker Administratie schaal 08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,556;0,556;0,556;0,667;0,667;1,667;1,667;1,667;1,667;1,667;1,667;1,667
687;Hoge Colleges van Staat;Medewerker Advisering schaal 08;NA;NA;NA;1,583;1,583;1,583;1,583;1,583;1,583;1,583;1,583;1,583;1,583;1,583;1,583;1,583;1,583;1,583;4,61;4,61;4,666;2,333;3,333;0,75;0,75
688;Hoge Colleges van Staat;Medewerker Advisering schaal 09;NA;NA;NA;8,95;6,228;4,561;5,739;5,739;5,517;5,517;5,573;4,906;2,934;2,267;1;NA;NA;NA;0,889;0,889;0,889;0,889;1,597;4,069;4,069
689;Hoge Colleges van Staat;Medewerker Advisering schaal 10;NA;NA;NA;NA;2,833;2,833;3,633;4,522;5,522;5,522;5,522;7,411;9,194;11,528;13,779;14,723;14,723;15,556;15,556;23,176;23,148;24,703;23,781;24,225;22,926
690;Hoge Colleges van Staat;Medewerker Advisering schaal 11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,889
691;Hoge Colleges van Staat;Medewerker Behandelen en Ontwikkelen S08;NA;NA;0,889;2,333;1,889;1,667;1,667;1,667;1,667;1,611;1,611;1,444;1,444;1;1,639;0,639;0,639;0,639;1;1;1;1;1;1;1
692;Hoge Colleges van Staat;Medewerker Behandelen en Ontwikkelen S09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1
693;Hoge Colleges van Staat;Medewerker Behandelen en Ontwikkelen S10;NA;NA;5,433;5,877;5,877;5,233;5,233;5,844;5,4;6,4;6,4;6,4;6,344;6,344;4,344;5,344;4,4;5,289;6,178;6,178;6,178;6,094;6,094;6,094;7,094
694;Hoge Colleges van Staat;Medewerker Behandelen en Ontwikkelen S11;3,611;3,611;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
695;Hoge Colleges van Staat;Medewerker Communicatie schaal 07;NA;NA;NA;0,889;0,889;0,889;0,889;0,889;0,889;0,889;0,889;0,889;0,889;0,889;0,889;0,889;0,889;0,889;2,347;1,458;1,458;1,458;1,458;1,458;1,458
696;Hoge Colleges van Staat;Medewerker Facilitair Management S03;NA;NA;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556;0,556
697;Hoge Colleges van Staat;Medewerker Facilitair Management S05;NA;NA;NA;4,667;4,861;4,861;4,861;4,861;4,861;4,861;4,861;4,861;4,861;4,861;4,861;4,861;4,861;4,861;5,861;5,861;5,861;5,861;5,861;1;1
698;Hoge Colleges van Staat;Medewerker Facilitair Management S06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;2;2;6,861;6,861
699;Hoge Colleges van Staat;Medewerker Facilitair Management S07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,445;3,5;3,5;4,5;4,5;2,667;2,667
700;Hoge Colleges van Staat;Medewerker Facilitair Management S08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA
701;Hoge Colleges van Staat;Medewerker ICT/Techniek/Inf.beh./DIV S07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,444;0,444;0,444;0,444;0,444;3,139;3,139;3,251;3,251;3,251;3,251;3,362
702;Hoge Colleges van Staat;Medewerker ICT/Techniek/Inf.beh./DIV S08;NA;NA;NA;3,926;3,926;3,926;3,926;3,926;3,926;3,926;3,926;2,87;2,87;2,87;2,87;2,87;2,87;2,87;6,87;6,87;6,87;6,87;6,87;6,87;6,87
703;Hoge Colleges van Staat;Medewerker Verwerken en Behandelen S06;NA;NA;2,722;2,722;3,722;4,722;4,722;3,722;3,722;2,722;2,722;3,389;2,722;3,722;2,778;2,778;2,722;2;2,8;2,8;2,8;2,8;2,8;1,8;1,667
704;Hoge Colleges van Staat;Medewerker Verwerken en Behandelen S07;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
705;Hoge Colleges van Staat;Middenmanager schaal 13;NA;NA;NA;9,889;8,889;6,833;4,833;4,833;2,833;2,833;2,833;2,833;2,833;3,833;3,722;6,777;4,833;4,888;4,888;3;1;1;1;1;1
706;Hoge Colleges van Staat;Middenmanager schaal 14;NA;NA;1;3,944;2,944;2;2;2;1;2,889;3,889;3,889;3;3;3;2,889;3,833;4,833;7,833;9,721;12,777;11,777;12,777;12,777;11,777
707;Hoge Colleges van Staat;Onderzoeksondersteuner schaal 06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA
708;Hoge Colleges van Staat;Operationeel Manager schaal 10;NA;NA;NA;0,889;0,889;0,889;0,889;0,889;0,889;0,889;0,889;0,889;0,889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;Hoge Colleges van Staat;Operationeel Manager schaal 11;NA;NA;NA;1,056;1,056;1,056;1,056;1,056;1,056;1,056;1,056;1,056;1,056;1,056;1,056;1,056;1,056;1,056;1,056;1,056;1,056;1,056;NA;NA;NA
710;Hoge Colleges van Staat;Operationeel Manager schaal 12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,056;1,056;1,056
711;Hoge Colleges van Staat;Project-/Programmamanager schaal 14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
712;Hoge Colleges van Staat;Projectleider schaal 13;NA;NA;NA;3,778;2,778;2,778;2,667;2,667;2,667;1,778;2,445;2,445;1,556;1;1;1;1,9;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7
713;Hoge Colleges van Staat;Senior Adviseur Bedrijfsvoering schaal11;NA;NA;NA;NA;NA;NA;13,995;13,195;13,973;14,083;14,083;14,05;14,939;14,939;14,133;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,444
714;Hoge Colleges van Staat;Senior Adviseur Bedrijfsvoering schaal12;NA;NA;1;2,778;2,778;2,778;4,578;5,578;5,578;5,578;5,578;5,611;5,611;4,611;4,611;2,778;5,722;3,944;7,5;7,5;5,411;5,855;5,855;6,855;6,147
715;Hoge Colleges van Staat;Senior Adviseur Bedrijfsvoering schaal13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;3,889;3,889;3,806;3,806;3,806
716;Hoge Colleges van Staat;Senior Inspecteur schaal 11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
717;Hoge Colleges van Staat;Senior Medew. Behandelen en Ontwikk. S12;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
718;Hoge Colleges van Staat;Senior Wetenschappelijk Medewerker S13;NA;NA;NA;1;1;1;0,94;0,94;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
719;Hoge Colleges van Staat;Senior Wetenschappelijk Medewerker S14;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
720;Hoge Colleges van Staat;Topmanager S16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,944;0,944
721;Hoge Colleges van Staat;Topmanager schaal 15;NA;NA;NA;1;1;1;1;1;1;1;2;2;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
722;Hoge Colleges van Staat;Topmanager schaal 16;NA;NA;0,944;0,944;0,944;0,944;0,944;0,944;0,944;0,944;0,944;0,944;0,944;0,944;0,944;0,944;0,944;0,944;5,944;4,944;6,944;6,944;6,944;7;7
723;Hoge Colleges van Staat;Topmanager schaal 17;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA
724;Hoge Colleges van Staat;Wetenschappelijk Medewerker schaal 11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1
725;Hoge Colleges van Staat;Wetenschappelijk Medewerker schaal 12;NA;NA;NA;NA;NA;NA;NA;NA;0,94;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,972;0,972;0,972
726;Infrastructuur en Milieu;(Senior) Adviseur schaal 11;956,629;964,103;965,952;956,67;1004,134;996,664;1081,714;1105,865;1142,537;1164,914;1170,63;1168,495;1211,132;1242,072;1261,449;1283,069;1324,055;1355,738;1346,165;1332,742;NA;NA;NA;NA;NA
727;Infrastructuur en Milieu;(Senior) Adviseur schaal 12;873,326;879,072;884,956;891,255;963,437;963,85;999,938;1020,013;1071,995;1087,503;1101,765;1110,744;1121,827;1165,896;1176,685;1181,294;1213,851;1230,022;1237,262;1243,391;NA;NA;NA;NA;NA
728;Infrastructuur en Milieu;(Senior) Adviseur schaal 13;452,228;461,587;457,137;453,353;461,359;462,926;444,855;447,881;463,742;460,522;457,245;462,987;478,732;480,769;486,628;490,852;490,594;492,849;499,164;505,104;NA;NA;NA;NA;NA
729;Infrastructuur en Milieu;(Senior) Beleidsmedewerker schaal 11;135,002;132,047;138,144;131,491;116,602;106,647;126,425;128,117;129,977;130,971;141,238;137,149;129,597;118,831;116,664;112,775;111,564;106,119;118,286;129,759;NA;NA;NA;NA;NA
730;Infrastructuur en Milieu;(Senior) Beleidsmedewerker schaal 12;280,016;277,916;275,916;270,102;271,285;261,727;256,046;250,857;264,816;259,594;258,496;258,018;260,182;255,84;258,134;254,29;258,113;259,151;257,756;260,173;NA;NA;NA;NA;NA
731;Infrastructuur en Milieu;(Senior) Beleidsmedewerker schaal 13;142,408;142,464;141,314;143,064;134,954;134,732;136,732;136,787;137,425;140,318;136,373;142,373;143,266;140,394;142,505;144,238;145,878;142,878;143,028;144,412;NA;NA;NA;NA;NA
732;Infrastructuur en Milieu;Adviseur Bedrijfsvoering schaal 08;68,312;71,756;69,045;72,123;72,595;71,179;63,88;65,13;60,158;59,241;59,93;59,041;61,101;62,934;58,961;61,25;59,189;57,439;53,606;54,217;NA;NA;NA;NA;NA
733;Infrastructuur en Milieu;Adviseur Bedrijfsvoering schaal 09;200,464;193,27;190,15;191,15;184,469;189,553;186,626;180,987;174,683;174,415;173,471;171,777;172,527;172,396;171,388;173,612;172,654;175,251;171,239;176,106;NA;NA;NA;NA;NA
734;Infrastructuur en Milieu;Adviseur Bedrijfsvoering schaal 10;257,303;245,384;248,607;247,648;201,899;206,681;173,1;172,127;180,603;177,436;178,94;176,807;178,681;180,125;187,003;192,782;196,533;194,755;198,319;198,43;NA;NA;NA;NA;NA
735;Infrastructuur en Milieu;Adviseur Bedrijfsvoering schaal 11;285,47;281,684;276,524;264,359;258,066;252,697;230,434;234,885;234,7;228,335;228,862;230,196;231,651;236,874;240,578;242,725;244,965;249,805;251,749;249,975;NA;NA;NA;NA;NA
